input,output
"The National Health Insurance Scheme established in 2005 was replaced by the NHIA in 2022.
Despite the name change, available data show that less than 20 million Nigerians are covered in the health insurance scheme in a country with a population of over 200 million people.
According to the NHIA, only 19.2 million citizens have enrolled in health insurance schemes since 2005.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 20000000
   Absolute number (new case): 19200000
   Absolute risk difference: -7.6%
   Relative risk: -4%
   Absolute number difference: -800000
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): 20000000
   Reference class size (new case: absolute number): 20000000
   Reference class description (base case): null
   Reference class description (new case): Nigerian citizens
   Population (übergeordnete Grundgesamtheit): Nigerian population
   Source (base case): null
   Source (new situation): NHIA
   Topic and unit: health insurance coverage in Nigeria per citizen"
"In proposing to lift regulations on power plants, the EPA points to the fact that the U.S. share of global power sector emissions represented about 3% of worldwide greenhouse gases in 2022, down from 5.5% in 2005. So, it argued, even if U.S. power plants erased all their greenhouse gases from the power sector, the risk to public health would not be ""meaningfully"" improved.","Risk communication: 1
   Absolute risk (base case): 5.5%
   Absolute risk (new case): 3%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 2.5%
   Relative risk: -40%
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""significantly lower""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): global power sector emissions
   Source (base case): EPA (implied)
   Source (new situation): EPA (implied)
   Topic and unit: public health risk from greenhouse gases"
"In a survey conducted by Gallup and Meta between 2022 and 2023 in 142 countries, they found that approximately one in four young people below the age of 30 reported feeling fairly lonely or very lonely.
Perhaps surprisingly, that same survey found older adults aged 65 and above reported feeling lonely at a much lower rate - 10% lower. This is despite all age groups reporting feeling high social connectedness above 70%.
","Risk communication: 1
   Absolute risk (base case): 25% (young people below the age of 30)
   Absolute risk (new case): 10% (older adults aged 65 and above)
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 15%
   Relative risk: 60% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): approximately one in four
   Verbal risk descriptor (new situation): 10% lower
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): young people below the age of 30
   Reference class description (new case): older adults aged 65 and above
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): Gallup and Meta
   Source (new situation): Gallup and Meta
   Topic and unit: loneliness feeling, percentage of population"
"Within Malaysia, the Health Ministry's National Health and Morbidity Survey 2022 also pointed to a rising trend in loneliness among secondary school students, rising sharply from 8.1% to 16.2% within 10 years.","Risk communication: 1
   Absolute risk (base case): 8.1%
   Absolute risk (new case): 16.2%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 8.1% to 16.2% or 8.1 percentage points
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): low loneliness
   Verbal risk descriptor (new situation): high loneliness
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): secondary school students in Malaysia
   Reference class description (new case): secondary school students in Malaysia
   Population (übergeordnete Grundgesamtheit): secondary school students in Malaysia
   Source (base case): National Health and Morbidity Survey 2012 (implied)
   Source (new situation): National Health and Morbidity Survey 2022
   Topic and unit: loneliness among secondary school students"
"Shocking new data revealed that the Serpentine Lido in Hyde Park, London, saw a 1,188% rise in faecal contamination and spike in E.coli levels last year, a strain of bacteria that can cause diarrhoea, fever, stomach cramps and, in the most extreme cases, kidney failure. The Lido recorded an E.coli contamination count of 45 in 2023, rising to 580 in 2024 amid wider concerns about the polluted state of the UK's waterways.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 580 per 1000 samples
   Absolute number (base case): 45
   Absolute number (new case): 580
   Absolute risk difference: 535 per 1000 samples (1,188% increase)
   Relative risk: 1,188% increase
   Absolute number difference: 535 more
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): high risk
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): 1000 samples
   Reference class size (new case: absolute number): 1000 samples
   Reference class description (base case): water samples at Serpentine Lido in 2023
   Reference class description (new case): water samples at Serpentine Lido in 2024
   Population (übergeordnete Grundgesamtheit): people using the Serpentine Lido or nearby areas
   Source (base case): null
   Source (new situation): unspecified
   Topic and unit: E.coli contamination per 1000 water samples in Hyde Park's Serpentine Lido"
"Living in a city with high air pollution increases your risk of lung disease by 10%.
While that may seem minor, it translates to an increase from 30 in 1,000 to 33 in
1,000 people developing chronic respiratory issues over a decade.","Risk communication: 1
   Absolute risk (base case): 30 in 1,000
   Absolute risk (new case): 33 in 1,000
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 3 in 1,000 or 0.003
   Relative risk: 10% increase
   Absolute number difference: 3 more people
   Verbal risk descriptor (base case): minor
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): slightly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): 1,000
   Reference class description (base case): null
   Reference class description (new case): people developing chronic respiratory issues over a decade
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: risk of lung disease, per 1,000 people over a decade"
"Results from the study, published in the journal Lancet eBioMedicine, estimate that DEHP exposure accounted for 356,238 deaths, over 13% of the world's mortality from heart disease in women and men between the ages of 55 and 64 in 2018.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 356238
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): significant
   Verbal risk descriptor (change from base to new): accounts for over 13% of mortality from heart disease
   Reference class size (base case: absolute number): world's population between the ages of 55 and 64 in 2018
   Reference class size (new case: absolute number): null
   Reference class description (base case): women and men between the ages of 55 and 64
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): world's population
   Source (base case): Lancet eBioMedicine
   Topic and unit: mortality from heart disease"
"One recent study found that in developed countries, 84% of pregnant women experience iron deficiency during their third trimester, which can interfere with fetal brain development and deplete a baby’s baseline iron stores. Pregnant women with anemia face greater risk of preeclampsia, preterm birth, and post-partum hemorrhage.
 ","Risk communication: 1
   Absolute risk (base case): 84%
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): significant
   Verbal risk descriptor (new situation): higher risk
   Verbal risk descriptor (change from base to new): greater risk
   Reference class size (base case: absolute number): pregnant women in developed countries during third trimester
   Reference class size (new case: absolute number): not applicable
   Reference class description (base case): pregnant women
   Reference class description (new case): pregnant women with anemia
   Population (übergeordnete Grundgesamtheit): pregnant women in developed countries
   Source (base case): one recent study
   Source (new situation): not applicable
   Topic and unit: iron deficiency during pregnancy, fetal brain development, preeclampsia, preterm birth, post-partum hemorrhage"
"However, there was a 166 per cent increase from 2023 (125 deaths) to 2024 (333 deaths) - more than double in a single year, and even that total is expected to rise once toxicology and forensic testing improves and is finalised.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 125
   Absolute number (new case): 333
   Absolute risk difference: 166% or 208% (converting percentage to decimal)
   Relative risk: 166% increase
   Absolute number difference: 208
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""more than double""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: deaths per year"
"The increasing likelihood of a US economic recession, linked to the trade war and high interest rates, and the ultimate risk for the equity market, which is stagflation.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): US economy and equity market
   Source (base case): null
   Source (new situation): null
   Topic and unit: risk of economic recession and stagflation for the US economy and equity market"
" If inflation increases, then it can also lead to a recession. But if there are good negotiations on the tariffs, it might bring a soft landing and this will not happen. As of now, there is a 75% prediction that a US recession will happen.""","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 75%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 75%
   Relative risk: 75%
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): high risk (75%)
   Verbal risk descriptor (change from base to new): significant increase
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): US economy
   Population (übergeordnete Grundgesamtheit): global economy
   Source (base case): null
   Source (new situation): prediction or forecast
   Topic and unit: risk of US recession"
"What is the likely impact of tariffs on Pakistan? Ammar believes that Pakistan may stand to benefit from tariffs on China. ""China will divert its exports from other countries, which it did in 2016 as well by manufacturing in and exporting from Mexico. Some manufacturing orders may also come to Pakistan in industries which are competitive.""","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): economy of Pakistan
   Source (base case): null
   Source (new situation): Ammar
   Topic and unit: impact of tariffs on Pakistan's economy, not specified"
"While the situation may seem calm for now, the unpredictability of the current U.S. leadership makes it unlikely that this will be the last episode to unsettle global equity markets,"" Mattias Martinsson.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""unpredictability""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): global equity markets
   Source (base case): Mattias Martinsson
   Source (new situation): Mattias Martinsson
   Topic and unit: potential instability in U.S. leadership affecting global equity markets"
"The NVDA GPUs are highly sought after by all the major tech companies. Google, Meta, Amazon, and Microsoft are believed to contribute 40% of NVDA's revenue. Tesla, OpenAI and most companies which are developing AI technology are also using NVDA chips, which are considered the backbone of AI technology.","Risk communication: 0
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): tech industry
   Source (base case): null
   Source (new situation): null
   Topic and unit: market share of NVDA GPUs in the tech industry"
"Naturally, the productivity gains from the investment in AI are lagging. According to a Goldman Sachs study, AI could eventually boost global GDP by 7% but over a decade, not immediately. Current AI tools like code assistants, chatbots, etc. save time but don't yet transform industries. AI integration into manufacturing will take 3-5 years, not to mention the arduous process of regulation and ethics which will slow its full deployment.
","Risk communication: 0

   Absolute risk (base case): null

   Absolute risk (new case): null

   Absolute number (base case): null

   Absolute number (new case): null

   Absolute risk difference: null

   Relative risk: null

   Absolute number difference: null

   Verbal risk descriptor (base case): null

   Verbal risk descriptor (new situation): null

   Verbal risk descriptor (change from base to new): null

   Reference class size (base case: absolute number): null

   Reference class size (new case: absolute number): null

   Reference class description (base case): null

   Reference class description (new case): null

   Population (übergeordnete Grundgesamtheit): global economy

   Source (base case): Goldman Sachs

   Source (new situation): null

   Topic and unit: productivity gains from AI investment, time frame: over a decade"
"Then there are the risks of the AI bubble overcapacity: too many chips could lead to a glut and without immediate results, AI spending will be called even more in question. Lastly, if the Fed stays hawkish (keeps interest rates high as they are at 4.5%), AI startups relying on cheap capital will struggle.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""potential""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): AI market
   Reference class description (new case): AI market
   Population (übergeordnete Grundgesamtheit): global economy
   Source (base case): null
   Source (new situation): null
   Topic and unit: risks of AI bubble overcapacity, potential impact on AI spending, effect of Fed's interest rates on AI startups"
"Still, Trump continues to proclaim that his policies will bring prosperity. This past week, the White House released data showing that its tax cuts could increase U.S. output as much as 5.2% in the short term, compared with the gains it would have achieved if the bill is not adopted. The administration has stood largely alone in offering such rosy predictions about the effects of Trump's policies on businesses, average workers and the nation's fiscal future.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 5.2%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 5.2%
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): potential increase
   Verbal risk descriptor (change from base to new): significant increase
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): U.S. economy
   Population (übergeordnete Grundgesamtheit): U.S. businesses, average workers, and the nation's fiscal future
   Source (base case): null
   Source (new situation): White House
   Topic and unit: potential economic growth in percentage points"
"In report after report, economists this past week predicted that Trump's signature tax package could add well over $3 trillion to the national debt. ","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): potential increase of over $3 trillion
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: potential increase of over $3 trillion
   Relative risk: null
   Absolute number difference: potential increase of over $3 trillion
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): potential significant increase
   Verbal risk descriptor (change from base to new): potential significant increase
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): national debt
   Population (übergeordnete Grundgesamtheit): economy of the United States
   Source (base case): null
   Source (new situation): economists this past week
   Topic and unit: potential increase in national debt"
"Some found that the measure is unlikely to deliver substantial economic growth, and could enrich the wealthiest Americans while harming the poorest, millions of whom could soon lose access to federal aid for food and health insurance.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): millions
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): unlikely to deliver substantial economic growth
   Verbal risk descriptor (new situation): could harm the poorest
   Verbal risk descriptor (change from base to new): potential harm
   Reference class size (base case: absolute number): millions
   Reference class size (new case: absolute number): null
   Reference class description (base case): federal aid recipients for food and health insurance
   Reference class description (new case): the poorest Americans
   Population (übergeordnete Grundgesamtheit): American population
   Source (base case): null
   Source (new situation): null
   Topic and unit: potential economic harm and loss of federal aid for food and health insurance"
"Although economists do not expect the economy to tip fully into a recession, they say Trump's tariffs in particular have raised the odds of a downturn, as both businesses and consumers begin to cut back.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): increased odds of a downturn
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: increased odds
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): increased odds of a downturn
   Verbal risk descriptor (change from base to new): increased
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): businesses and consumers
   Population (übergeordnete Grundgesamtheit): economy
   Source (base case): null
   Source (new situation): economists
   Topic and unit: risk of economic downturn"
"Barclays, the global investment bank, recently predicted that a recession is likely on CNBC","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""likely""
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): global economy
   Source (base case): CNBC
   Source (new situation): Barclays
   Topic and unit: recession risk"
"Analysts from the brokerage believe the American economy will contract by 0.1% through the end of 2025 and they downgraded the global economic growth forecast for 2025 to 2.9%, down from 3.3% in 2024.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): -0.1%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: -0.1%
   Relative risk: -3.03% (relative to 2024)
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): negative growth
   Verbal risk descriptor (change from base to new): downgrade
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): global economy in 2025
   Population (übergeordnete Grundgesamtheit): global economy
   Source (base case): null
   Source (new situation): analysts from the brokerage
   Topic and unit: economic growth, percentage change"
"Banks and investment firms could be flat or down between 2.5% to 10% compared with last year's dizzyingly high numbers, the report predicted. In 2024, the average bonus for employees in New York City's securities industry rose to $244,700, up 31.5% from the year before, a separate report released last month by the New York State Comptroller found.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): investment firms and banks
   Source (base case): null
   Source (new situation): report
   Topic and unit: potential return on investment for banks and investment firms, compared to last year's numbers"
"Johnson Associates laid out three possible paths, coalescing around a 50% likelihood of its ""base case"" — some tariffs and trade war uncertainty persisting throughout the year, but still some ""muted economic growth."" This path could drag down Wall Street bonuses between 5% to 10%, Johnson's report asserted.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 5% to 10%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: 5% to 10%
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): Wall Street bonuses
   Source (base case): Johnson Associates
   Source (new situation): Johnson Associates
   Topic and unit: potential impact on Wall Street bonuses"
"But it also warned of a worse picture: a 30% chance of a more severe outcome involving a ""broad trade war"" and recession that would produce ""significant market declines / layoffs."" This could result in a ""sharp decline"" of 15% to 20%.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 30%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: 30%
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""worse picture""
   Verbal risk descriptor (change from base to new): ""significantly higher""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): global economy or financial markets
   Source (base case): null
   Source (new situation): null
   Topic and unit: risk of severe outcome, recession, market declines, layoffs"
"Bonuses in advisory — the segment of investment banking handling corporate mergers and acquisitions — could sink between 5% to 10% from last year's levels, the report said, pointing to an ""expected M&A 'mania'"" that has left market participants deflated as a result of ""economic uncertainty.""","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): between 5% and 10%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): potential decrease of 5% to 10%
   Verbal risk descriptor (change from base to new): potential decrease
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): participants in the segment of investment banking handling corporate mergers and acquisitions
   Population (übergeordnete Grundgesamtheit): market participants
   Source (base case): null
   Source (new situation): report
   Topic and unit: potential decrease in bonuses for advisors in investment banking, no specific time or unit mentioned"
"Other segments of the business are also expected to feel the pain. Equity underwriting bonuses could plummet between 10% and 20% amid a locked-up IPO market, the report continued.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): Between 10% and 20%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): Potential decrease of up to 20%
   Verbal risk descriptor (change from base to new): Significant potential decrease
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): Equity underwriting bonuses in a locked-up IPO market
   Population (übergeordnete Grundgesamtheit): Business segments involved in equity underwriting
   Source (base case): null
   Source (new situation): Report
   Topic and unit: Potential decrease in equity underwriting bonuses"
Sturtevant said mortgage rates will likely remain near 7% or slightly higher in the near term.,"Risk communication: 0
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: mortgage rates"
"The Federal Open Market Committee announced Wednesday that interest rates would remain at 4.25% to 4.50%, in line with market predictions. CME FedWatch, which estimates interest-rate changes based on market moves, projected a 98% chance before the announcement that the Fed wouldn't change rates.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): economy
   Source (base case): Federal Open Market Committee
   Source (new situation): CME FedWatch
   Topic and unit: interest rates, percentage points"
"In the first quarter of 2025, California reported 3,123 cases of Valley Fever (Coccidioidomycosis), nearly double the 10-year average for this period. This is the highest number reported for Q1 on record, surpassing the previous record of 3,011 cases in 2024. Following a record-breaking year in 2024 with 12,637 cases statewide, experts warn California may be on track to exceed last year's total. Updated reports are still being anticipated.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 3123
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""high""
   Verbal risk descriptor (change from base to new): ""significantly higher""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): California
   Source (base case): null
   Source (new situation): null
   Topic and unit: Valley Fever cases in California per quarter"
"Monterey County, CA, has seen a particularly sharp increase. In the first quarter of 2023, only 22 cases were reported. By the same period in 2025, the number had surged to 217. This increase is part of a larger trend of rising cases across the state, with some areas of the Central Valley seeing a 200% increase in cases over the past year.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 22
   Absolute number (new case): 217
   Absolute risk difference: null
   Relative risk: 200% increase
   Absolute number difference: 195
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): Monterey County, CA population for Q1 2023
   Reference class size (new case: absolute number): Monterey County, CA population for Q1 2025
   Reference class description (base case): not specified
   Reference class description (new case): not specified
   Population (übergeordnete Grundgesamtheit): California state population or broader
   Source (base case): null
   Source (new situation): null
   Topic and unit: cases of unspecified disease or event for Monterey County, CA, per quarter year"
"Emerging research also points to previously unrecognized environmental risk areas. In a recent study, we interviewed Jane Sykes, BVSc (Hons), PhD, MPH, MBA, from school of veterinary medicine, UC Davis School of Veterinary Medicine, and she analyzed over 830,000 canine serologic tests from across the US, finding that Coccidioides is likely present in far more counties than previously detected by human surveillance alone. The number of US counties with seropositive dogs increased more than five-fold over the past decade, from 76 counties in 2012 to 390 counties in 2022.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 76
   Absolute number (new case): 390
   Absolute risk difference: null
   Relative risk: more than five-fold increase
   Absolute number difference: 314
   Verbal risk descriptor (base case): previously detected by human surveillance alone
   Verbal risk descriptor (new situation): likely present in far more counties than previously detected
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): 830000
   Reference class description (base case): not available
   Reference class description (new case): canine serologic tests from across the US
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): Jane Sykes, BVSc (Hons), PhD, MPH, MBA, from school of veterinary medicine, UC Davis School of Veterinary Medicine
   Topic and unit: presence of Coccidioides in US counties"
Certain occupations and regions are at higher risk for Valley Fever. ,"Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): higher risk
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): certain occupations and regions
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: Valley Fever risk for specific occupations and regions"
"According to data from the World Health Organization, an increase in average speed directly correlates to both the likelihood of a crash occurring and the severity of the crash. As an example, every 1% increase in average speed produces a 4% increase in the risk of a fatal crash.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 4%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 4%
   Relative risk: 400% (Relative increase)
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""significantly higher""
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): null
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): road users
   Source (base case): World Health Organization
   Source (new situation): World Health Organization
   Topic and unit: risk of fatal crash, percentage increase per 1% increase in average speed"
