input,output
"In the first quarter of 2025, California reported 3,123 cases of Valley Fever (Coccidioidomycosis), nearly double the 10-year average for this period.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3123
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
 Adults with less than a high school education are more likely to have diabetes (19.6%) compared to people with a bachelor's degree (10.7%).,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.196
absolute_risk_new: 0.107
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Adults with less than high school education
reference_class_description_new: people with bachelors degree
source_base: null
source_new: null
topic_and_unit: diabetes rate in people with less than a high school education compared to people with bachelors degree in %"
"Cardiovascular disease is the leading cause of death in the United States, now responsible for roughly one in every three deaths, according to the Centers for Disease Control and Prevention (CDC). In the 1960s, cardiac mortality rates peaked at nearly 50%, but decades of medical and surgical innovations as well as public health campaigns regarding smoking, nutrition and exercise guidelines, drove a steep and steady decline. But today, cardiovascular mortality is on the rise again, with particularly sharp increases among younger adults and women under 55.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.5
absolute_risk_new: 2025-03-01 00:00:00
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in the United states in the 1960s
reference_class_description_new: people in the United states now
source_base: null
source_new:  the Centers for Disease Control and Prevention (CDC)
topic_and_unit: percentage of people who died from cardiovascular desease in the 1960s vs now"
"Madam Olivia Timpo, Deputy Director of the Nutrition Department of the Family Health Division of the Ghana Health Service, in her contributions to the discussions, touched on the role of government and noted that government leadership is essential for ensuring sustainable, equitable, and effective nutrition interventions targeting mothers and children.
She said there has been some marginal improvement in exclusive breastfeeding rates of about 53.1%. But added that there are still challenges as overweight and obesity which is increasing in adults with anaemia remaining high in women of reproductive age, and adolescent girls and pregnant women.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.531
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: marginal improvement
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: mothers in ghana
reference_class_description_new: mothers in ghana
source_base: Madam Olivia Timpo, Deputy Director of the Nutrition Department of the Family Health Division of the Ghana Health Service
source_new: Madam Olivia Timpo, Deputy Director of the Nutrition Department of the Family Health Division of the Ghana Health Service
topic_and_unit: brestfeeding rates in ghana"
"General Mills reported improvements in pound volume across approximately 65% of its categories in the US during the fourth quarter. However, dollar sales were down 4%, a decline that was anticipated. The company plans to increase new product innovation by 30% and enhance marketing spending in fiscal year 2026 to drive future growth.","risk_communication: 0.0
single_case_base: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: null"
"The world's food system is a $10 trillion industry responsible for a third of global greenhouse gas emissions, yet it remains riddled with inefficiencies, waste, and a glaring innovation gap.","risk_communication: 0.0
single_case_base: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: null"
"Park and her colleagues analyzed data from nearly 93,000 U.S. adults who were part of the Multiethnic Cohort Study, starting in the 1990s. Participants aged between 45-75 years provided detailed dietary information. Over 21,000 participants developed Alzheimer's or related dementias during the study period.
Those who scored higher in MIND diet adherence at the study's start had a 9% lower risk of dementia.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.09
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
population_size: 93000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People who scored high in MIND diet adherence
reference_class_description_new: People who didnt score high in MIND diet adherence
source_base: Park and her colleagues
source_new: Park and her colleagues
topic_and_unit: share of people with alzheimers when scorung high in MIND diet adherance vs lower in MIND diet adherance in %"
The study also unveiled another promising finding: people who improved their adherence to the MIND diet over 10 years had a 25% lower risk of dementia compared to those whose adherence declined. This trend persisted across different ages and racial groups.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.25
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who improved their adherence to the MIND diet over 10 years
reference_class_description_new: people whos adherance declined
source_base: The study
source_new: The study
topic_and_unit: change of risk of dementia of people who improved their adherence to the MIND diet over ten years vs people whos adherence declined in %"
"Cardiovascular disease (CVD) remains the world's leading cause of death, with 80% of those deaths occurring in low- and middle-income countries.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.8
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: deaths due to Cardiovascular desease
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: share of deaths of Cardiovascular desease occurring in low- and middle-income countries"
"Meanwhile, people in wealthy countries reported more activity on paper, mostly through planned workouts and gym visits. Even though 22% of people in high-income countries sat for more than eight hours a day, their structured exercise helped them meet activity goals.
In comparison, only 4.4% of people in low-income countries sat that long, but their unstructured physical work was often not enough to meet guidelines that focus on exercise intensity and duration.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.22
absolute_risk_new: 0.044
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People in high-income countries
reference_class_description_new: People in low-income countries
source_base: null
source_new: null
topic_and_unit: Share of people sitting for more than eight hours a day in percent and how they meet their activity goals"
"The prescribed dietary regimen prioritized consumption of whole plant-based foods -- fruits, vegetables, legumes, nuts, seeds, and whole grains -- while excluding animal products, refined grains, added sugars, and ultraprocessed foods. Adherence to this nutritional profile was rigorous, leading to a remarkable increase in plant-based, high-fiber caloric intake from a mere 20% baseline to an impressive 91% by the intervention's conclusion, reflecting true behavioral shift and compliance.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.2
absolute_risk_new: 0.91
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: mere
verbal_descriptor_new: impressive
verbal_descriptor_change: remarkable increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who dont adhere to prescribed dietary regimen
reference_class_description_new: people who adhere to prescribed dietary regimen
source_base: null
source_new: null
topic_and_unit: plant-based, high fiber caloric intake when adhering to specific diet in %"
"More than half of new parents are exposed to online promotions for formula milk, often disguised as medical advice or peer support. In some countries, that figure rises to more than 90%.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 2025-02-01 00:00:00
absolute_risk_new: 0.9
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rises
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: new parents
reference_class_description_new: new parents in some countries
source_base: null
source_new: null
topic_and_unit: exposure of new parents to online promotions for formula milk in %"
"Yet, as a 2022 WHO and UNICEF report revealed, formula companies now spend up to 70% of their marketing budgets on digital tools -- from apps and virtual baby clubs to paid influencers and online forums -- harvesting personal data and pushing targeted promotions in breach of the Code.","risk_communication: 0.0
single_case_base: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: null"
"These recognized advantages of breast milk had begun to take hold. Since 2012, rates of exclusive breastfeeding have risen from 37% to nearly 48% in 2021. Three quarters of these children live in low- and lower-middle-income countries, which represents important, tangible progress.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.37
absolute_risk_new: 0.48
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rates have risen
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: new mothers in 2012
reference_class_description_new: new mothers in 2021
source_base: null
source_new: null
topic_and_unit: rates of exclusive brestfeeding in %"
"To understand how bad things were back then, it's also worth comparing these rates to the hardest-hit countries today. Very few people now die of tuberculosis in rich countries. But many low- and middle-income countries are still battling this terrible disease. Lesotho has the highest death rate in the world, at 165 deaths per 100,000 people. This is shown as the beige line at the bottom of the chart. In 1750s London, the death rate was more than five times higher.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 165/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more than five times higher
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in Lesotho
reference_class_description_new: people in 1750s London
source_base: null
source_new: null
topic_and_unit: tuberculosis death rate in Lesotho compared to 1750s London"
"The research: Research on the effects of glyphosate on the human gut microbiome is in the early stages, although harm in rats has been found. A 2019 analysis of studies on thousands of people and animals found that exposure to glyphosate was associated with a 41% higher risk of non-Hodgkin lymphoma, a cancer of the immune system.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.41
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: higher risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people and animals not exposed to glyphosate
reference_class_description_new: people and animals exposed to glyphosate
source_base: A 2019 analysis
source_new: A 2019 analysis
topic_and_unit: Change of risk of non-Hodkin lymphoma due to glyphosate exposure"
"A new study published in the journal JAMA affirms this. It estimated that eliminating fluoride from public water systems would be associated with a 7.5% increase in tooth decay, according to data on 8,484 children with an average age of 9.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.075
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase
population_size: 8484
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children with access to water with fluoride
reference_class_description_new: children with access to water without fluoride
source_base: A new study published in the journal JAMA
source_new: A new study published in the journal JAMA
topic_and_unit: increase of tooth decay in % due to elimination of fluoride from public water systems"
"The study has found that while obesity is more common in private schools, hypertension is prevalent in both private and public school students. What is alarming is the presence of dyslipidemia (abnormal levels of fats in the blood) in children, at approximately 34 per cent. The condition indicates abnormal readings of cholesterol, triglycerides, high density lipoprotein (HDL) or good cholesterol and low density lipoprotein (LDL) or the bad cholesterol. This does not mean that the children look fat. In fact, they may look skinny but have a high body fat percentage and low muscle mass.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.34
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children
reference_class_description_new: null
source_base: The study
source_new: null
topic_and_unit: presence of dyslipidemia in children in %"
"The most prevalent cardio-metabolic abnormality among metabolically obese normal weight phenotypes was low high-density lipoprotein-C, significantly higher among adolescents from public schools (62.12%) than private (52.73%) schools","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.6212
absolute_risk_new: 0.5273
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: significantly higher
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: adolescents from public schools
reference_class_description_new: adolescents from private schools
source_base: null
source_new: null
topic_and_unit: share of people from public and private schools with low high-density lipoprotein-C in %"
" We do have actually two studies , the sort of sister study that goes along with this points to actually experiencing cyberbullying. So 10% of these nine , ten year olds reported that they had experienced cyberbullying through social media. And that in particular was a risk factor , or potentially one of the explanations for how social media can lead to higher depressive symptoms.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.1
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: nine, ten year olds
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: share of nine to ten year old kids who experienced cyerbullying through social media in %"
"A major international study published in Science in 2021 helped set the record straight. Researchers analysed metabolism data from more than 6400 people from infancy to age 95. They found our resting metabolic rate is remarkably stable from our 20s to our late 50s. It wasn't until after age 60 that a meaningful decline occurred, and even then, it was only about 0.7% per year","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.007
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: meaningful decline
population_size: 6400
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people from their 20s to late 50s
reference_class_description_new: people after age 60
source_base: A major international study published in Science in 2021
source_new: A major international study published in Science in 2021
topic_and_unit: change of metabolic rate in people after the age of 60 in %"
"The New Science of Achieving a Healthy Weight"" (Flatiron Books), former FDA Commissioner David A. Kessler argues that ultraprocessed foods - meaning ""irresistible, highly processed, highly palatable, energy-dense, high-glycemic foods,"" as he describes them - have been purposefully engineered by Big Food to be addictive. He calls them ""ultraformulated"" instead of ""ultraprocessed"" so as to highlight the deliberate intent on the part of food manufacturers. As a result, 41.9% of adults in the U.S. struggle with obesity, he says. And by 2030, he projects about half of us will.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.419
absolute_risk_new: 2025-02-01 00:00:00
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: adults in the U.S 
reference_class_description_new: adults in the U.S in 2030
source_base:  former FDA Commissioner David A. Kessler
source_new:  former FDA Commissioner David A. Kessler
topic_and_unit: share of people who struggle with obesity in %"
"Recently, in her address to the Lok Sabha, Union Minister of State for Health, Anupriya Patel, highlighted India's progress in reducing maternal mortality- an achievement that certainly is cause for celebration. Our maternal mortality ratio fell dramatically, from 384 to 103 deaths per 100,000 live births between 2000 and 2020.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 384/100000
absolute_risk_new: 103/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: ratio fell dramatically
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: live births in 2000
reference_class_description_new: live births in 2020
source_base: Union Minister of State for Health, Anupriya Patel
source_new: Union Minister of State for Health, Anupriya Patel
topic_and_unit: maternal mortality rate"
"According to the World Health Organization (WHO), noncommunicable diseases (NCDs) were responsible for 74% of global deaths in 2019 (it was 61% in 2000). These diseases disproportionately affect low- and middle-income countries, including India.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.61
absolute_risk_new: 0.74
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: global deaths in 2000
reference_class_description_new: global deaths in 2019
source_base:  World Health Organization (WHO)
source_new:  World Health Organization (WHO)
topic_and_unit: Share of people who died of nuncommunicable deseases (NCDs) in %"
"The National Family Health Survey-5 shows that obesity steadily rises with age, from 7% among men (15-19 years) to 32% among those aged 40 to 49 years. ","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.07
absolute_risk_new: 0.32
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: steadily rises
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: men (15-19 years)
reference_class_description_new: men (40-49 years)
source_base: The National Family Health Survey-5
source_new: The National Family Health Survey-5
topic_and_unit: obesity rates in men of diefferent ages in %"
"CVD remains the leading⁢ cause of⁣ death worldwide, with a disproportionate 80% of those deaths occurring in less affluent nations. Lear ⁣argues that blanket recommendations, such as 75 minutes of weekly exercise or five daily servings ⁤of fruits and vegetables, fail to account for diverse socioeconomic realities.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.8
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: CVD deaths
reference_class_description_new: null
source_base: Share of CVD deaths occurring in less affluent nations
source_new: null
topic_and_unit: null"
"Yet another report, the United Nations' State of Food Security and Nutrition in the World report published in July last year said that 55.6% of Indians cannot afford a healthy, balanced, and diverse diet because eating healthy is a costly affair. This is however lower than the 2017 data, when the figure was 69.5 %.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.695
absolute_risk_new: 0.556
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower than
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Indians in 2017
reference_class_description_new: Indians now
source_base: 2017 data
source_new: the United Nations' State of Food Security and Nutrition in the World report
topic_and_unit: share of Indians who cant afford a healthy, balanced and diverse diet because eating healthy is a costly affair in %"
"Studies show that regions like Rajasthan, Gujarat, central Maharashtra, and Karnataka have seen rainfall increase by up to 30% over the last decade compared to the previous 30-year average. This rise isn't spread evenly across the season; instead, it is marked by short, intense downpours, such as those seen recently in Mumbai -- an outcome of increasingly erratic monsoon behaviour.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.3
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase by up to
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: rainfall in regions like Rajasthan, Gujarat, central Maharashtra, and Karnataka over the last decade
reference_class_description_new: rainfall in regions like Rajasthan, Gujarat, central Maharashtra, and Karnataka over the previous 30-year average
source_base: Studies
source_new: Studies
topic_and_unit: change of rainfall in specific regions in %"
"If we can't get more young people, can we keep old people healthier longer?
It's not an unprecedented idea. Preventive health efforts have worked in the past. The campaign to reduce smoking, beginning in the 1960s, has resulted in a 25% decline in cancer deaths since 1991.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.25
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: decline
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: cancer deaths in 1991
reference_class_description_new: cancer deaths now
source_base: null
source_new: null
topic_and_unit: decline of cancer deaths since 1991 in %"
"According to the World Food Program, 343 million people are facing acute levels of food insecurity worldwide. Of those, 1.9 million people are gripped by catastrophic hunger and on the brink of famine. Most of them are in Gaza and Sudan, but also in pockets of South Sudan, Haiti and Mali.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 1900000.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 343000000
reference_class_size_new: null
reference_class_description_base: people who are facing acute levels of food insecurity worldwide
reference_class_description_new: null
source_base: World Food Program
source_new: World Food Program
topic_and_unit: amount of people who are gripped by catastrophic hunger and on the brink of famine in absolute numbers"
"His comments came after an analysis by the Japanese brewer - owner of brands including Asahi Super Dry, Pilsner Urquell, Grolsch and Peroni Nastro Azzurro - showed France's spring barley harvest could drop 18% by 2050 under the UN's 4°C scenario, with Poland's shrinking 15%. ","risk_communication: 0.0
single_case_base: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: null"
Ultra-processed snacks and sugary drinks now account for 30% of Thai caloric intake -- a figure triple that of 2010.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.3
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: a figure triple that
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Thai caloric intake in 2010
reference_class_description_new: Thai caloric intake now
source_base: null
source_new: null
topic_and_unit: Share of caloric intake consisting of ultra-processed snacks and sugar drinks in Thailand in %"
Sudan's crisis is part of a wider global emergency. The 2025 Global Report on Food Crises reveals that over 295 million people in 53 countries face acute food insecurity. This number represents 22.6% of the surveyed population.,"risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.226
absolute_risk_new: null
absolute_number_base: 295000000.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: surveyed population
reference_class_description_new: null
source_base:  The 2025 Global Report on Food Crises
source_new: null
topic_and_unit: Amount of people facing acute food insecurity in % and absolute numbers"
"In fact, a study published in The Lancet Regional Health - Southeast Asia (2024) found that more than 60% of Indian women with irregular periods in their 30s were later diagnosed with metabolic conditions by their 50s. Yet, the link between menstrual health and chronic disease remains largely unaddressed in public health conversations.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.6
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Indian women with irregular periods in their 30s 
reference_class_description_new: null
source_base: a study published in The Lancet Regional Health - Southeast Asia (2024)
source_new: null
topic_and_unit: Indian women having irregular periods in their 30s being diagnosed with metabolic conditions by their 50s in %"
"In 2025, approximately 0.8% of Canadians are projected to be living with  inflammatory bowel disease (IBD), a figure expected to climb to 1% by the 2030s and 2040s.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.008
absolute_risk_new: 0.01
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: expected to climb
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Canadians in 2025
reference_class_description_new: Canadians by the 2030s and 2040s
source_base: null
source_new: null
topic_and_unit: Share of Canadians living with inflammatory bowel desease in %"
 Canada ranks in the top 10 countries in only one area: academic skills; ranking 6th Life satisfaction among children saw a decline from 83% in 2010 to just under 76% in 2022;,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.83
absolute_risk_new: 0.76
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: decline from
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Children in Canada in 2010
reference_class_description_new: Children in Canada in 2022
source_base: null
source_new: null
topic_and_unit: Life satisfaction among children in Canada in %"
"The research team, led by Xu, Chen, and Lei, identifies that dynamic changes in BMI during adulthood play an underappreciated yet critical role in the etiology of depression. Unlike prior studies that predominantly focus on static BMI measurements, this study parses individuals into distinct BMI change patterns -- most notably highlighting the ""high-increase"" group, whose BMI rises markedly over time. It is within this group that the odds of experiencing depressive symptoms increase substantially, with an adjusted odds ratio of 1.61 relative to those maintaining a non-overweight BMI profile.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1.61
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: odds increse substantially
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People whos BMI rises markedly over time
reference_class_description_new: People maintaining a non-overweight BMI profile
source_base: The research team, led by Xu, Chen, and Lei
source_new: The research team, led by Xu, Chen, and Lei
topic_and_unit: odds of experiencing depressive symptoms when maintaining BMI vs being in the ""high-increase"" group"
