input,output
1,"Verbal risk descriptor (base case): significant difference
Topic and unit: Early diagnosis"
1,"Absolute risk (base case): 0.67
Absolute risk (new case): 0,72
Reference class description (base case): females
Reference class description (new case): males
Source (base case): the Institute for Health Metrics and Evaluation (IHME) at the University of Washington School of Medicine in Seattle
Source (new situation): the Institute for Health Metrics and Evaluation (IHME) at the University of Washington School of Medicine in Seattle
Topic and unit: sexually abused during childhood"
1,"Absolute risk (base case): 2025-03-01 00:00:00
Reference class description (base case): major depression
Topic and unit: major depression"
0,
0,
1,"Verbal risk descriptor (base case): growing risk
Reference class size (base case: absolute number): 2400000
Reference class description (base case): palestinians
Topic and unit: humanitarian organisations have warned of dwindling supplies of everything "
1,"Absolute risk (base case): 0.5
Relative risk difference: 0.1
Verbal risk descriptor (change from base to new): rise
Reference class description (new case): wordwide
Source (base case): worldwide
Topic and unit: gastritis cases"
1,"Absolute risk (base case): 0.576
Absolute risk (new case): 0,229
Topic and unit: screening results"
1,"Relative risk difference: 0.06
Verbal risk descriptor (change from base to new): decreasing probability
Reference class description (base case): Patients who underwent treatment
Topic and unit: developing Alzheimer’s"
1,"Relative risk difference: 0.13
Verbal risk descriptor (change from base to new): decreasing probability
Reference class description (base case): Patients who underwent treatment
Topic and unit: developing Alzheimer’s"
1,"Absolute number (base case): 51000.0
Relative risk difference: 3
Verbal risk descriptor (change from base to new): higher risk
Reference class description (base case): women in the general population
Reference class description (new case): women with DCIS
Source (base case): ductal carcinoma in situ (DCIS)
Source (new situation): ductal carcinoma in situ (DCIS)
Topic and unit: breast cancer"
0,Reference class description (base case): mRNA-related jobs
1,"Absolute risk (base case): 0.66
Absolute risk (new case): 45%
Verbal risk descriptor (new situation): potentially at risk
Reference class description (new case): those U.S. positions
Topic and unit:  mRNA-related jobs"
1,"Verbal risk descriptor (base case): millions of people
Reference class description (base case): people in the U.S.
Topic and unit: seasonal allergies"
1,"Verbal risk descriptor (base case):  increased risk
Reference class size (base case: absolute number): 100000
Reference class description (base case): participants
Source (base case): The New England Journal of Medicine
Topic and unit: sodium consumption"
1,"Absolute risk (base case): 2025-09-01 00:00:00
Absolute number (base case): 26.7
Absolute number (new case): 29.8
Verbal risk descriptor (change from base to new): increasing
Reference class description (base case): people in Indien
Source (base case): DALYs (Disability-Adjusted Life Years)
Source (new situation): DALYs (Disability-Adjusted Life Years)
Topic and unit: Cancer"
1,"Absolute number (new case): 235000000.0
Relative risk difference: 0.02
Reference class description (new case): Vanuatu's economy if torusim recovers
Source (new situation): according to an Asian Development Bank report published last month
Topic and unit: cost of torusim recovery in USD  "
1,"Absolute risk (base case): 0.97
Reference class description (base case): Atlantic hurricane season spans June 1 to Nov. 30
Topic and unit: hurricane season in %"
1,"Absolute risk (base case): 1
Verbal risk descriptor (base case): in my experiance
Topic and unit: 2025 Lincoln Navigator earthquake safety in %"
0,
0,
1,"Absolute risk (base case): 0.044
Absolute risk (new case): 0.05
Absolute number (base case): 652424.0
Absolute number (new case): 746185.0
Reference class description (base case): properties across the country 
Reference class description (new case): prperties across the country 2050
Source (base case): Climate Council
Source (new situation): Climate Council"
0,
1,"Absolute risk (new case): 0.4
Absolute risk difference: 2x
Reference class description (base case): area in U.S. under rought conditions of last year
Reference class description (new case): area in U.S. under rought conditions this year
Source (new situation): Pastelok
Topic and unit: flammable landscape due to high temperature in %"
